-- 근태
-- dml - Attendance1.sql
-- depth4
-- 작성자: 김민도

-- 기준일: 2026-02-06 (금)
-- 휴일 및 년도별 공휴일에는 데이터값 입력하지 않았음
-- 오전입실 확률 85% / 오후입실 확률 10% / 병가확률 5%(입실,퇴실 없음)
-- 오전입실 '정상'(attendanceTypeSeq=1) 입실(8시30분~8시59분59초) -> 퇴실(17시50분~17시59분59초) 확률 90% / '조퇴'(attendanceTypeSeq=4) 퇴실(16시50분~16시59분59초) 확률 10%
-- 오후입실 '지각'(attendanceTypeSeq=2) 입실(14시00분~14시59분59초) 퇴실(17시50분~17시59분59초)
-- '병가'(attendanceTypeSeq=5)

-- registeredCourseSeq 1, java 과정
-- 2024-01-02 시작 ~ 2024-06-30 종료
-- 1강의실 30/30명
INSERT INTO ATTENDANCE VALUES (1, TO_DATE('2024-01-02', 'YYYY-MM-DD'), TO_DATE('2024-01-02 08:07:07', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-02 17:55:01', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (94, TO_DATE('2024-05-20', 'YYYY-MM-DD'), TO_DATE('2024-05-20 08:16:33', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-20 17:50:18', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (95, TO_DATE('2024-05-21', 'YYYY-MM-DD'), TO_DATE('2024-05-21 08:11:24', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-21 17:59:00', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (96, TO_DATE('2024-05-22', 'YYYY-MM-DD'), TO_DATE('2024-05-22 14:50:17', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-22 17:59:16', 'YYYY-MM-DD HH24:MI:SS'), 1, 2);
INSERT INTO ATTENDANCE VALUES (97, TO_DATE('2024-05-23', 'YYYY-MM-DD'), TO_DATE('2024-05-23 08:00:03', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-23 17:55:55', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (98, TO_DATE('2024-05-24', 'YYYY-MM-DD'), TO_DATE('2024-05-24 14:40:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-24 17:56:02', 'YYYY-MM-DD HH24:MI:SS'), 1, 2);
INSERT INTO ATTENDANCE VALUES (99, TO_DATE('2024-05-27', 'YYYY-MM-DD'), TO_DATE('2024-05-27 08:16:04', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-27 17:56:00', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (100, TO_DATE('2024-05-28', 'YYYY-MM-DD'), NULL, NULL, 1, 5);
INSERT INTO ATTENDANCE VALUES (101, TO_DATE('2024-05-29', 'YYYY-MM-DD'), TO_DATE('2024-05-29 08:01:06', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-29 17:56:28', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (102, TO_DATE('2024-05-30', 'YYYY-MM-DD'), TO_DATE('2024-05-30 08:03:41', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-30 16:51:02', 'YYYY-MM-DD HH24:MI:SS'), 1, 4);
INSERT INTO ATTENDANCE VALUES (103, TO_DATE('2024-05-31', 'YYYY-MM-DD'), TO_DATE('2024-05-31 08:21:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-31 17:59:01', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (104, TO_DATE('2024-06-03', 'YYYY-MM-DD'), TO_DATE('2024-06-03 08:25:51', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-03 17:54:16', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (105, TO_DATE('2024-06-04', 'YYYY-MM-DD'), TO_DATE('2024-06-04 08:23:35', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-04 17:58:57', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (106, TO_DATE('2024-06-05', 'YYYY-MM-DD'), TO_DATE('2024-06-05 08:00:41', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-05 17:52:57', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (107, TO_DATE('2024-06-07', 'YYYY-MM-DD'), TO_DATE('2024-06-07 08:27:36', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-07 17:56:06', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (108, TO_DATE('2024-06-10', 'YYYY-MM-DD'), NULL, NULL, 1, 5);
INSERT INTO ATTENDANCE VALUES (109, TO_DATE('2024-06-11', 'YYYY-MM-DD'), TO_DATE('2024-06-11 08:26:08', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-11 17:51:41', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (110, TO_DATE('2024-06-12', 'YYYY-MM-DD'), TO_DATE('2024-06-12 08:24:58', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-12 17:57:20', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (111, TO_DATE('2024-06-13', 'YYYY-MM-DD'), TO_DATE('2024-06-13 08:11:49', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-13 17:51:27', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (112, TO_DATE('2024-06-14', 'YYYY-MM-DD'), TO_DATE('2024-06-14 14:01:18', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-14 17:56:42', 'YYYY-MM-DD HH24:MI:SS'), 1, 2);
INSERT INTO ATTENDANCE VALUES (113, TO_DATE('2024-06-17', 'YYYY-MM-DD'), TO_DATE('2024-06-17 08:17:16', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-17 17:54:33', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (114, TO_DATE('2024-06-18', 'YYYY-MM-DD'), TO_DATE('2024-06-18 08:21:06', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-18 17:51:04', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (115, TO_DATE('2024-06-19', 'YYYY-MM-DD'), TO_DATE('2024-06-19 08:08:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-19 17:58:36', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (116, TO_DATE('2024-06-20', 'YYYY-MM-DD'), TO_DATE('2024-06-20 08:06:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-20 17:51:06', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (117, TO_DATE('2024-06-21', 'YYYY-MM-DD'), TO_DATE('2024-06-21 08:00:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-21 17:55:55', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (118, TO_DATE('2024-06-24', 'YYYY-MM-DD'), TO_DATE('2024-06-24 08:01:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-24 17:57:05', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (119, TO_DATE('2024-06-25', 'YYYY-MM-DD'), TO_DATE('2024-06-25 14:53:50', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-25 17:55:32', 'YYYY-MM-DD HH24:MI:SS'), 1, 2);
INSERT INTO ATTENDANCE VALUES (120, TO_DATE('2024-06-26', 'YYYY-MM-DD'), TO_DATE('2024-06-26 08:03:43', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-26 17:59:37', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (121, TO_DATE('2024-06-27', 'YYYY-MM-DD'), TO_DATE('2024-06-27 08:14:34', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-27 17:53:33', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (122, TO_DATE('2024-06-28', 'YYYY-MM-DD'), TO_DATE('2024-06-28 08:29:46', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-28 17:57:07', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (123, TO_DATE('2024-01-02', 'YYYY-MM-DD'), TO_DATE('2024-01-02 08:28:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-02 17:59:59', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (124, TO_DATE('2024-01-03', 'YYYY-MM-DD'), TO_DATE('2024-01-03 14:50:57', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-03 17:53:55', 'YYYY-MM-DD HH24:MI:SS'), 2, 2);
INSERT INTO ATTENDANCE VALUES (125, TO_DATE('2024-01-04', 'YYYY-MM-DD'), TO_DATE('2024-01-04 08:06:18', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-04 16:52:39', 'YYYY-MM-DD HH24:MI:SS'), 2, 4);
INSERT INTO ATTENDANCE VALUES (126, TO_DATE('2024-01-05', 'YYYY-MM-DD'), TO_DATE('2024-01-05 08:03:41', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-05 16:58:12', 'YYYY-MM-DD HH24:MI:SS'), 2, 4);
INSERT INTO ATTENDANCE VALUES (127, TO_DATE('2024-01-08', 'YYYY-MM-DD'), TO_DATE('2024-01-08 08:00:36', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-08 16:54:57', 'YYYY-MM-DD HH24:MI:SS'), 2, 4);
INSERT INTO ATTENDANCE VALUES (128, TO_DATE('2024-01-09', 'YYYY-MM-DD'), TO_DATE('2024-01-09 08:13:05', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-09 17:55:04', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (129, TO_DATE('2024-01-10', 'YYYY-MM-DD'), TO_DATE('2024-01-10 08:19:48', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-10 17:57:05', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (130, TO_DATE('2024-01-11', 'YYYY-MM-DD'), TO_DATE('2024-01-11 08:01:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-11 17:58:22', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (131, TO_DATE('2024-01-12', 'YYYY-MM-DD'), TO_DATE('2024-01-12 08:21:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-12 17:59:57', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (132, TO_DATE('2024-01-15', 'YYYY-MM-DD'), TO_DATE('2024-01-15 08:19:11', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-15 17:56:03', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (133, TO_DATE('2024-01-16', 'YYYY-MM-DD'), TO_DATE('2024-01-16 08:00:04', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-16 17:54:35', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (134, TO_DATE('2024-01-17', 'YYYY-MM-DD'), TO_DATE('2024-01-17 14:21:13', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-17 17:51:33', 'YYYY-MM-DD HH24:MI:SS'), 2, 2);
INSERT INTO ATTENDANCE VALUES (135, TO_DATE('2024-01-18', 'YYYY-MM-DD'), TO_DATE('2024-01-18 08:03:42', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-18 17:51:04', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (136, TO_DATE('2024-01-19', 'YYYY-MM-DD'), TO_DATE('2024-01-19 08:23:47', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-19 17:50:24', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (137, TO_DATE('2024-01-22', 'YYYY-MM-DD'), TO_DATE('2024-01-22 08:08:09', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-22 17:54:24', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (138, TO_DATE('2024-01-23', 'YYYY-MM-DD'), TO_DATE('2024-01-23 08:06:11', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-23 17:59:41', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (139, TO_DATE('2024-01-24', 'YYYY-MM-DD'), TO_DATE('2024-01-24 08:04:01', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-24 17:52:22', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (140, TO_DATE('2024-01-25', 'YYYY-MM-DD'), TO_DATE('2024-01-25 08:12:26', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-25 17:57:33', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (141, TO_DATE('2024-01-26', 'YYYY-MM-DD'), NULL, NULL, 2, 5);
INSERT INTO ATTENDANCE VALUES (142, TO_DATE('2024-01-29', 'YYYY-MM-DD'), TO_DATE('2024-01-29 14:37:02', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-29 17:54:21', 'YYYY-MM-DD HH24:MI:SS'), 2, 2);
INSERT INTO ATTENDANCE VALUES (143, TO_DATE('2024-01-30', 'YYYY-MM-DD'), TO_DATE('2024-01-30 14:29:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-30 17:56:27', 'YYYY-MM-DD HH24:MI:SS'), 2, 2);
INSERT INTO ATTENDANCE VALUES (144, TO_DATE('2024-01-31', 'YYYY-MM-DD'), TO_DATE('2024-01-31 08:02:50', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-31 17:56:36', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (145, TO_DATE('2024-02-01', 'YYYY-MM-DD'), TO_DATE('2024-02-01 08:21:07', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-01 17:51:51', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (146, TO_DATE('2024-02-02', 'YYYY-MM-DD'), TO_DATE('2024-02-02 08:04:36', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-02 17:50:19', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (147, TO_DATE('2024-02-05', 'YYYY-MM-DD'), TO_DATE('2024-02-05 08:28:59', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-05 17:52:02', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (148, TO_DATE('2024-02-06', 'YYYY-MM-DD'), TO_DATE('2024-02-06 08:21:02', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-06 17:52:24', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (149, TO_DATE('2024-02-07', 'YYYY-MM-DD'), TO_DATE('2024-02-07 08:05:44', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-07 17:55:22', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (150, TO_DATE('2024-02-08', 'YYYY-MM-DD'), TO_DATE('2024-02-08 08:01:10', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-08 17:57:27', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (151, TO_DATE('2024-02-13', 'YYYY-MM-DD'), TO_DATE('2024-02-13 08:19:15', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-13 17:59:07', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (152, TO_DATE('2024-02-14', 'YYYY-MM-DD'), TO_DATE('2024-02-14 08:26:31', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-14 17:52:24', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (153, TO_DATE('2024-02-15', 'YYYY-MM-DD'), TO_DATE('2024-02-15 08:03:54', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-15 17:53:14', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (154, TO_DATE('2024-02-16', 'YYYY-MM-DD'), TO_DATE('2024-02-16 08:13:27', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-16 17:53:53', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (155, TO_DATE('2024-02-19', 'YYYY-MM-DD'), TO_DATE('2024-02-19 08:28:11', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-19 17:52:35', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (156, TO_DATE('2024-02-20', 'YYYY-MM-DD'), TO_DATE('2024-02-20 08:14:35', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-20 17:51:16', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (157, TO_DATE('2024-02-21', 'YYYY-MM-DD'), TO_DATE('2024-02-21 08:28:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-21 17:53:21', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (158, TO_DATE('2024-02-22', 'YYYY-MM-DD'), TO_DATE('2024-02-22 08:00:26', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-22 17:54:22', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (159, TO_DATE('2024-02-23', 'YYYY-MM-DD'), TO_DATE('2024-02-23 08:29:01', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-23 17:51:10', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (160, TO_DATE('2024-02-26', 'YYYY-MM-DD'), TO_DATE('2024-02-26 08:02:02', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-26 17:51:54', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (161, TO_DATE('2024-02-27', 'YYYY-MM-DD'), TO_DATE('2024-02-27 08:10:31', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-27 17:57:47', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (162, TO_DATE('2024-02-28', 'YYYY-MM-DD'), TO_DATE('2024-02-28 14:33:47', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-28 17:55:26', 'YYYY-MM-DD HH24:MI:SS'), 2, 2);
INSERT INTO ATTENDANCE VALUES (163, TO_DATE('2024-02-29', 'YYYY-MM-DD'), TO_DATE('2024-02-29 08:18:18', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-02-29 16:56:11', 'YYYY-MM-DD HH24:MI:SS'), 2, 4);
INSERT INTO ATTENDANCE VALUES (164, TO_DATE('2024-03-04', 'YYYY-MM-DD'), TO_DATE('2024-03-04 08:24:59', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-04 17:52:51', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (165, TO_DATE('2024-03-05', 'YYYY-MM-DD'), TO_DATE('2024-03-05 08:02:57', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-05 17:58:47', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (166, TO_DATE('2024-03-06', 'YYYY-MM-DD'), TO_DATE('2024-03-06 08:18:59', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-06 17:54:00', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (167, TO_DATE('2024-03-07', 'YYYY-MM-DD'), TO_DATE('2024-03-07 08:06:36', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-07 17:50:14', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (168, TO_DATE('2024-03-08', 'YYYY-MM-DD'), TO_DATE('2024-03-08 08:09:04', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-08 17:53:49', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (169, TO_DATE('2024-03-11', 'YYYY-MM-DD'), TO_DATE('2024-03-11 08:19:52', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-11 17:52:52', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (170, TO_DATE('2024-03-12', 'YYYY-MM-DD'), TO_DATE('2024-03-12 08:00:12', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-12 16:59:48', 'YYYY-MM-DD HH24:MI:SS'), 2, 4);
INSERT INTO ATTENDANCE VALUES (171, TO_DATE('2024-03-13', 'YYYY-MM-DD'), TO_DATE('2024-03-13 08:22:40', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-13 17:58:56', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (172, TO_DATE('2024-03-14', 'YYYY-MM-DD'), TO_DATE('2024-03-14 08:18:01', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-14 17:53:23', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (173, TO_DATE('2024-03-15', 'YYYY-MM-DD'), TO_DATE('2024-03-15 08:17:45', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-15 16:55:52', 'YYYY-MM-DD HH24:MI:SS'), 2, 4);
INSERT INTO ATTENDANCE VALUES (174, TO_DATE('2024-03-18', 'YYYY-MM-DD'), TO_DATE('2024-03-18 08:25:37', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-18 16:52:47', 'YYYY-MM-DD HH24:MI:SS'), 2, 4);
INSERT INTO ATTENDANCE VALUES (175, TO_DATE('2024-03-19', 'YYYY-MM-DD'), TO_DATE('2024-03-19 08:19:08', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-19 17:57:58', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (176, TO_DATE('2024-03-20', 'YYYY-MM-DD'), TO_DATE('2024-03-20 08:16:29', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-20 17:50:10', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (177, TO_DATE('2024-03-21', 'YYYY-MM-DD'), TO_DATE('2024-03-21 08:04:35', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-21 17:54:11', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (178, TO_DATE('2024-03-22', 'YYYY-MM-DD'), TO_DATE('2024-03-22 08:16:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-22 17:51:35', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (179, TO_DATE('2024-03-25', 'YYYY-MM-DD'), TO_DATE('2024-03-25 08:11:05', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-25 17:53:50', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (180, TO_DATE('2024-03-26', 'YYYY-MM-DD'), TO_DATE('2024-03-26 08:04:13', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-26 17:50:52', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (181, TO_DATE('2024-03-27', 'YYYY-MM-DD'), TO_DATE('2024-03-27 08:06:36', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-27 17:52:30', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (182, TO_DATE('2024-03-28', 'YYYY-MM-DD'), TO_DATE('2024-03-28 14:53:10', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-28 17:53:19', 'YYYY-MM-DD HH24:MI:SS'), 2, 2);
INSERT INTO ATTENDANCE VALUES (183, TO_DATE('2024-03-29', 'YYYY-MM-DD'), TO_DATE('2024-03-29 08:08:25', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-03-29 17:52:41', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (184, TO_DATE('2024-04-01', 'YYYY-MM-DD'), TO_DATE('2024-04-01 08:22:44', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-04-01 17:50:57', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (185, TO_DATE('2024-04-02', 'YYYY-MM-DD'), TO_DATE('2024-04-02 08:02:49', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-04-02 17:50:56', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (186, TO_DATE('2024-04-03', 'YYYY-MM-DD'), TO_DATE('2024-04-03 08:12:46', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-04-03 17:58:05', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (187, TO_DATE('2024-04-04', 'YYYY-MM-DD'), TO_DATE('2024-04-04 08:28:03', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-04-04 17:56:39', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
INSERT INTO ATTENDANCE VALUES (188, TO_DATE('2024-04-05', 'YYYY-MM-DD'), TO_DATE('2024-04-05 08:28:03', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-04-05 17:51:26', 'YYYY-MM-DD HH24:MI:SS'), 2, 1);
